x     rho     p     u
0.197 1 1 0
0.198 1 1 0
0.199 1 1 0
0.2 1 1 0
0.201 1 1 0
0.202 1 1 0
0.203 1 1 0
0.204 1 1 0
0.205 1 1 0
0.206 1 1 0
0.207 1 1 0
0.208 1 1 0
0.209 1 1 0
0.21 1 1 0
0.211 1 1 0
0.212 1 1 1.31032e-16
0.213 1 1 4.96979e-16
0.214 1 1 1.30775e-15
0.215 1 1 3.91161e-15
0.216 1 1 1.13085e-14
0.217 1 1 2.98367e-14
0.218 1 1 7.49232e-14
0.219 1 1 1.83159e-13
0.22 1 1 4.3989e-13
0.221 1 1 1.04157e-12
0.222 1 1 2.43255e-12
0.223 1 1 5.60365e-12
0.224 1 1 1.27357e-11
0.225 1 1 2.85595e-11
0.226 1 1 6.31936e-11
0.227 1 1 1.37972e-10
0.228 1 1 2.97241e-10
0.229 1 1 6.31874e-10
0.23 1 1 1.32542e-09
0.231 1 1 2.74328e-09
0.232 1 1 5.60235e-09
0.233 1 1 1.12885e-08
0.234 1 1 2.24414e-08
0.235 1 1 4.40124e-08
0.236 1 1 8.51485e-08
0.237 1 1 1.62483e-07
0.238 1 1 3.05783e-07
0.239 1 0.999999 5.67448e-07
0.24 0.999999 0.999999 1.03818e-06
0.241 0.999998 0.999998 1.87225e-06
0.242 0.999997 0.999996 3.32737e-06
0.243 0.999995 0.999993 5.82608e-06
0.244 0.999992 0.999988 1.00477e-05
0.245 0.999986 0.99998 1.70623e-05
0.246 0.999976 0.999966 2.85195e-05
0.247 0.99996 0.999945 4.69054e-05
0.248 0.999936 0.99991 7.58772e-05
0.249 0.999898 0.999857 0.000120678
0.25 0.999841 0.999777 0.000188623
0.251 0.999755 0.999657 0.000289613
0.252 0.999631 0.999483 0.000436635
0.253 0.999454 0.999236 0.000646132
0.254 0.999207 0.99889 0.000938143
0.255 0.998871 0.99842 0.00133608
0.256 0.998424 0.997794 0.00186605
0.257 0.997842 0.99698 0.00255563
0.258 0.997103 0.995946 0.00343218
0.259 0.996185 0.994663 0.00452088
0.26 0.995072 0.993107 0.00584268
0.261 0.993751 0.991262 0.00741245
0.262 0.992217 0.989121 0.00923781
0.263 0.99047 0.986684 0.0113186
0.264 0.988519 0.983964 0.0136472
0.265 0.986375 0.980978 0.0162095
0.266 0.984055 0.97775 0.0189866
0.267 0.98158 0.974308 0.0219566
0.268 0.978968 0.970681 0.025096
0.269 0.976241 0.966898 0.0283817
0.27 0.973417 0.962984 0.0317917
0.271 0.970514 0.958965 0.0353063
0.272 0.967546 0.954862 0.0389079
0.273 0.964525 0.950691 0.0425818
0.274 0.961463 0.946469 0.0463154
0.275 0.958369 0.942207 0.0500986
0.276 0.955249 0.937916 0.053923
0.277 0.952109 0.933602 0.057782
0.278 0.948954 0.929274 0.06167
0.279 0.945787 0.924935 0.0655829
0.28 0.942611 0.92059 0.069517
0.281 0.939429 0.916242 0.0734696
0.282 0.936243 0.911894 0.0774382
0.283 0.933054 0.907549 0.0814209
0.284 0.929864 0.903208 0.0854162
0.285 0.926673 0.898872 0.0894227
0.286 0.923484 0.894544 0.0934392
0.287 0.920296 0.890224 0.0974647
0.288 0.91711 0.885913 0.101498
0.289 0.913928 0.881612 0.10554
0.29 0.910749 0.877321 0.109588
0.291 0.907574 0.873042 0.113642
0.292 0.904403 0.868775 0.117702
0.293 0.901237 0.86452 0.121767
0.294 0.898076 0.860278 0.125837
0.295 0.89492 0.85605 0.129912
0.296 0.891771 0.851834 0.133991
0.297 0.888626 0.847633 0.138074
0.298 0.885488 0.843445 0.142161
0.299 0.882357 0.839272 0.14625
0.3 0.879231 0.835113 0.150344
0.301 0.876113 0.830969 0.15444
0.302 0.873001 0.826839 0.158539
0.303 0.869895 0.822725 0.16264
0.304 0.866797 0.818625 0.166745
0.305 0.863706 0.814541 0.170851
0.306 0.860622 0.810472 0.17496
0.307 0.857545 0.806419 0.179071
0.308 0.854476 0.80238 0.183184
0.309 0.851414 0.798358 0.187298
0.31 0.848359 0.794351 0.191415
0.311 0.845312 0.790359 0.195533
0.312 0.842272 0.786383 0.199653
0.313 0.83924 0.782423 0.203775
0.314 0.836216 0.778478 0.207898
0.315 0.833199 0.774549 0.212022
0.316 0.83019 0.770636 0.216148
0.317 0.827189 0.766739 0.220275
0.318 0.824196 0.762857 0.224403
0.319 0.82121 0.758991 0.228533
0.32 0.818233 0.755141 0.232664
0.321 0.815263 0.751307 0.236795
0.322 0.812301 0.747488 0.240928
0.323 0.809347 0.743685 0.245062
0.324 0.8064 0.739898 0.249197
0.325 0.803462 0.736126 0.253332
0.326 0.800532 0.73237 0.257469
0.327 0.797609 0.72863 0.261606
0.328 0.794695 0.724905 0.265745
0.329 0.791788 0.721196 0.269884
0.33 0.78889 0.717503 0.274024
0.331 0.785999 0.713825 0.278164
0.332 0.783117 0.710163 0.282306
0.333 0.780242 0.706516 0.286448
0.334 0.777376 0.702884 0.290591
0.335 0.774517 0.699268 0.294734
0.336 0.771666 0.695668 0.298878
0.337 0.768823 0.692083 0.303023
0.338 0.765989 0.688513 0.307168
0.339 0.763162 0.684958 0.311314
0.34 0.760343 0.681419 0.315461
0.341 0.757532 0.677895 0.319608
0.342 0.754729 0.674386 0.323755
0.343 0.751934 0.670892 0.327903
0.344 0.749147 0.667413 0.332052
0.345 0.746368 0.66395 0.336201
0.346 0.743597 0.660501 0.340351
0.347 0.740834 0.657067 0.344501
0.348 0.738079 0.653649 0.348652
0.349 0.735331 0.650245 0.352803
0.35 0.732592 0.646856 0.356954
0.351 0.72986 0.643482 0.361106
0.352 0.727136 0.640122 0.365258
0.353 0.72442 0.636777 0.369411
0.354 0.721712 0.633447 0.373564
0.355 0.719012 0.630132 0.377718
0.356 0.71632 0.626831 0.381872
0.357 0.713635 0.623545 0.386026
0.358 0.710959 0.620273 0.390181
0.359 0.70829 0.617015 0.394336
0.36 0.705629 0.613772 0.398491
0.361 0.702975 0.610544 0.402647
0.362 0.70033 0.607329 0.406803
0.363 0.697692 0.604129 0.410959
0.364 0.695062 0.600943 0.415116
0.365 0.692439 0.597771 0.419273
0.366 0.689825 0.594614 0.423431
0.367 0.687218 0.59147 0.427589
0.368 0.684619 0.588341 0.431747
0.369 0.682027 0.585225 0.435905
0.37 0.679443 0.582123 0.440064
0.371 0.676867 0.579035 0.444223
0.372 0.674298 0.575961 0.448382
0.373 0.671737 0.572901 0.452542
0.374 0.669184 0.569855 0.456702
0.375 0.666638 0.566822 0.460862
0.376 0.6641 0.563803 0.465022
0.377 0.661569 0.560797 0.469183
0.378 0.659046 0.557805 0.473344
0.379 0.65653 0.554827 0.477506
0.38 0.654022 0.551862 0.481667
0.381 0.651522 0.54891 0.485829
0.382 0.649029 0.545972 0.489991
0.383 0.646543 0.543047 0.494154
0.384 0.644065 0.540135 0.498316
0.385 0.641594 0.537236 0.502479
0.386 0.639131 0.534351 0.506643
0.387 0.636675 0.531479 0.510806
0.388 0.634227 0.528619 0.51497
0.389 0.631786 0.525773 0.519134
0.39 0.629352 0.52294 0.523298
0.391 0.626926 0.52012 0.527463
0.392 0.624507 0.517312 0.531628
0.393 0.622095 0.514517 0.535793
0.394 0.619691 0.511736 0.539958
0.395 0.617294 0.508966 0.544124
0.396 0.614904 0.50621 0.54829
0.397 0.612521 0.503466 0.552456
0.398 0.610146 0.500735 0.556622
0.399 0.607778 0.498016 0.560789
0.4 0.605417 0.49531 0.564956
0.401 0.603063 0.492616 0.569123
0.402 0.600717 0.489935 0.573291
0.403 0.598377 0.487266 0.577459
0.404 0.596045 0.484609 0.581627
0.405 0.59372 0.481964 0.585795
0.406 0.591402 0.479332 0.589964
0.407 0.589091 0.476712 0.594133
0.408 0.586787 0.474104 0.598302
0.409 0.58449 0.471508 0.602472
0.41 0.582201 0.468924 0.606641
0.411 0.579918 0.466352 0.610812
0.412 0.577642 0.463792 0.614982
0.413 0.575373 0.461243 0.619153
0.414 0.573111 0.458707 0.623324
0.415 0.570857 0.456182 0.627495
0.416 0.568609 0.453669 0.631667
0.417 0.566367 0.451168 0.635839
0.418 0.564133 0.448678 0.640012
0.419 0.561906 0.4462 0.644185
0.42 0.559685 0.443733 0.648358
0.421 0.557472 0.441278 0.652532
0.422 0.555265 0.438834 0.656706
0.423 0.553064 0.436402 0.660881
0.424 0.550871 0.43398 0.665056
0.425 0.548684 0.431571 0.669231
0.426 0.546504 0.429172 0.673407
0.427 0.544331 0.426784 0.677584
0.428 0.542164 0.424408 0.681761
0.429 0.540004 0.422042 0.685939
0.43 0.53785 0.419688 0.690117
0.431 0.535704 0.417344 0.694296
0.432 0.533563 0.415012 0.698475
0.433 0.531429 0.41269 0.702655
0.434 0.529302 0.410379 0.706836
0.435 0.527181 0.408078 0.711018
0.436 0.525066 0.405789 0.7152
0.437 0.522958 0.403509 0.719383
0.438 0.520856 0.401241 0.723567
0.439 0.518761 0.398983 0.727752
0.44 0.516671 0.396735 0.731938
0.441 0.514588 0.394497 0.736125
0.442 0.512512 0.39227 0.740313
0.443 0.510441 0.390053 0.744502
0.444 0.508376 0.387846 0.748692
0.445 0.506318 0.38565 0.752883
0.446 0.504266 0.383463 0.757076
0.447 0.502219 0.381286 0.76127
0.448 0.500179 0.379119 0.765465
0.449 0.498144 0.376962 0.769662
0.45 0.496116 0.374815 0.77386
0.451 0.494093 0.372677 0.77806
0.452 0.492076 0.370549 0.782262
0.453 0.490065 0.36843 0.786465
0.454 0.48806 0.366321 0.790671
0.455 0.48606 0.364221 0.794878
0.456 0.484065 0.362131 0.799087
0.457 0.482077 0.36005 0.803299
0.458 0.480094 0.357978 0.807512
0.459 0.478116 0.355915 0.811728
0.46 0.476144 0.353861 0.815946
0.461 0.474177 0.351817 0.820167
0.462 0.472215 0.349781 0.82439
0.463 0.470259 0.347754 0.828615
0.464 0.468308 0.345736 0.832843
0.465 0.466363 0.343727 0.837073
0.466 0.464423 0.341727 0.841306
0.467 0.462488 0.339735 0.845542
0.468 0.460558 0.337752 0.84978
0.469 0.458634 0.335779 0.85402
0.47 0.456716 0.333814 0.858263
0.471 0.454803 0.331858 0.862507
0.472 0.452895 0.329911 0.866753
0.473 0.450994 0.327974 0.871
0.474 0.449099 0.326046 0.875247
0.475 0.44721 0.324128 0.879494
0.476 0.445329 0.32222 0.883739
0.477 0.443455 0.320324 0.887981
0.478 0.44159 0.318439 0.892217
0.479 0.439736 0.316569 0.896443
0.48 0.437895 0.314715 0.900653
0.481 0.436071 0.312881 0.904839
0.482 0.43427 0.311073 0.908985
0.483 0.432503 0.309303 0.913066
0.484 0.43079 0.307589 0.917036
0.485 0.429163 0.305964 0.920818
0.486 0.427702 0.304507 0.924223
0.487 0.426866 0.303674 0.926176
0.488 0.426446 0.303256 0.927157
0.489 0.426241 0.303052 0.927638
0.49 0.426138 0.302949 0.92788
0.491 0.426088 0.302899 0.927997
0.492 0.426063 0.302874 0.928056
0.493 0.42605 0.302862 0.928084
0.494 0.426046 0.302858 0.928094
0.495 0.426058 0.30287 0.928065
0.496 0.426079 0.30289 0.928018
0.497 0.426119 0.30293 0.927923
0.498 0.426197 0.303008 0.927742
0.499 0.426309 0.30312 0.927478
0.5 0.426365 0.303176 0.927347
0.501 0.426393 0.303203 0.927282
0.502 0.426407 0.303217 0.92725
0.503 0.426413 0.303223 0.927235
0.504 0.426407 0.303217 0.927249
0.505 0.426395 0.303205 0.927277
0.506 0.426377 0.303187 0.92732
0.507 0.426356 0.303166 0.927369
0.508 0.426339 0.303149 0.927409
0.509 0.426329 0.303139 0.927433
0.51 0.426322 0.303132 0.927449
0.511 0.426312 0.303122 0.927472
0.512 0.426303 0.303114 0.927492
0.513 0.426302 0.303112 0.927495
0.514 0.426303 0.303113 0.927494
0.515 0.426298 0.303108 0.927505
0.516 0.426295 0.303106 0.927511
0.517 0.426297 0.303108 0.927506
0.518 0.426301 0.303112 0.927497
0.519 0.426306 0.303116 0.927486
0.52 0.426308 0.303119 0.927481
0.521 0.426307 0.303117 0.927483
0.522 0.426308 0.303118 0.927482
0.523 0.42631 0.30312 0.927477
0.524 0.426313 0.303123 0.92747
0.525 0.426317 0.303127 0.927461
0.526 0.426319 0.303129 0.927456
0.527 0.426319 0.30313 0.927455
0.528 0.426321 0.303131 0.927451
0.529 0.426323 0.303134 0.927445
0.53 0.426325 0.303135 0.927442
0.531 0.426324 0.303134 0.927444
0.532 0.426323 0.303133 0.927448
0.533 0.426321 0.303132 0.92745
0.534 0.426319 0.30313 0.927455
0.535 0.426319 0.303129 0.927456
0.536 0.426318 0.303128 0.927458
0.537 0.426318 0.303129 0.927458
0.538 0.426318 0.303128 0.927459
0.539 0.426317 0.303127 0.927462
0.54 0.426314 0.303125 0.927467
0.541 0.426313 0.303123 0.92747
0.542 0.426314 0.303124 0.927468
0.543 0.426316 0.303126 0.927463
0.544 0.426318 0.303128 0.927459
0.545 0.426317 0.303128 0.92746
0.546 0.426315 0.303125 0.927465
0.547 0.426313 0.303123 0.927471
0.548 0.426312 0.303123 0.927471
0.549 0.426314 0.303124 0.927468
0.55 0.426316 0.303126 0.927463
0.551 0.426318 0.303128 0.927459
0.552 0.426318 0.303129 0.927458
0.553 0.426318 0.303128 0.927458
0.554 0.426318 0.303128 0.927458
0.555 0.426319 0.303129 0.927456
0.556 0.426319 0.303129 0.927456
0.557 0.426318 0.303128 0.927458
0.558 0.426318 0.303128 0.927459
0.559 0.426318 0.303128 0.927458
0.56 0.42632 0.30313 0.927455
0.561 0.426321 0.303131 0.927452
0.562 0.42632 0.30313 0.927455
0.563 0.426318 0.303128 0.927459
0.564 0.426317 0.303127 0.927461
0.565 0.426318 0.303128 0.92746
0.566 0.426318 0.303128 0.927458
0.567 0.426318 0.303128 0.92746
0.568 0.426317 0.303127 0.927462
0.569 0.426317 0.303127 0.927462
0.57 0.426318 0.303128 0.92746
0.571 0.426318 0.303128 0.927459
0.572 0.426317 0.303127 0.927462
0.573 0.426314 0.303124 0.927469
0.574 0.426312 0.303122 0.927473
0.575 0.426314 0.303124 0.92747
0.576 0.426317 0.303127 0.927462
0.577 0.42632 0.30313 0.927454
0.578 0.426321 0.303131 0.927452
0.579 0.42632 0.30313 0.927455
0.58 0.426319 0.303128 0.927458
0.581 0.426319 0.303128 0.927458
0.582 0.426319 0.303129 0.927456
0.583 0.42632 0.30313 0.927454
0.584 0.426321 0.303131 0.927453
0.585 0.426321 0.30313 0.927454
0.586 0.42632 0.30313 0.927455
0.587 0.426321 0.30313 0.927454
0.588 0.426322 0.303131 0.927451
0.589 0.426323 0.303132 0.927449
0.59 0.426323 0.303132 0.927449
0.591 0.426322 0.303132 0.92745
0.592 0.426322 0.303132 0.927451
0.593 0.426323 0.303132 0.92745
0.594 0.426323 0.303132 0.927449
0.595 0.426323 0.303132 0.927449
0.596 0.426322 0.303132 0.92745
0.597 0.426322 0.303132 0.92745
0.598 0.426323 0.303132 0.927449
0.599 0.426323 0.303132 0.927449
0.6 0.426322 0.303132 0.927451
0.601 0.426322 0.303131 0.927453
0.602 0.426322 0.303131 0.927453
0.603 0.426322 0.303131 0.927451
0.604 0.426323 0.303132 0.92745
0.605 0.426323 0.303132 0.92745
0.606 0.426323 0.303132 0.92745
0.607 0.426323 0.303132 0.92745
0.608 0.426323 0.303132 0.92745
0.609 0.426322 0.303131 0.927452
0.61 0.426321 0.30313 0.927454
0.611 0.426321 0.30313 0.927456
0.612 0.42632 0.303129 0.927456
0.613 0.42632 0.303129 0.927458
0.614 0.426319 0.303127 0.927461
0.615 0.426317 0.303126 0.927465
0.616 0.426316 0.303124 0.927468
0.617 0.426315 0.303123 0.927471
0.618 0.426314 0.303123 0.927472
0.619 0.426315 0.303124 0.92747
0.62 0.426317 0.303125 0.927466
0.621 0.426319 0.303127 0.927462
0.622 0.42632 0.303128 0.927461
0.623 0.426318 0.303126 0.927463
0.624 0.426317 0.303125 0.927466
0.625 0.426317 0.303125 0.927466
0.626 0.426319 0.303128 0.927461
0.627 0.426323 0.303131 0.927454
0.628 0.426325 0.303133 0.927449
0.629 0.426326 0.303133 0.927448
0.63 0.426325 0.303132 0.927451
0.631 0.426324 0.303131 0.927453
0.632 0.426323 0.303131 0.927453
0.633 0.426323 0.303131 0.927452
0.634 0.426324 0.303132 0.92745
0.635 0.426326 0.303132 0.92745
0.636 0.426327 0.303132 0.927451
0.637 0.426327 0.303132 0.927451
0.638 0.426327 0.303132 0.927451
0.639 0.426325 0.303131 0.927452
0.64 0.426322 0.30313 0.927454
0.641 0.426319 0.30313 0.927455
0.642 0.426318 0.30313 0.927455
0.643 0.42632 0.30313 0.927455
0.644 0.426324 0.303129 0.927457
0.645 0.426328 0.303128 0.927459
0.646 0.426331 0.303128 0.927461
0.647 0.426333 0.303128 0.927461
0.648 0.426332 0.303128 0.927459
0.649 0.426326 0.303129 0.927458
0.65 0.426318 0.303128 0.927459
0.651 0.426309 0.303127 0.927463
0.652 0.426305 0.303125 0.927467
0.653 0.426307 0.303125 0.927467
0.654 0.426317 0.303127 0.927463
0.655 0.426332 0.303129 0.927458
0.656 0.426346 0.303131 0.927453
0.657 0.426355 0.303131 0.927453
0.658 0.426358 0.303131 0.927454
0.659 0.426352 0.30313 0.927455
0.66 0.42634 0.303131 0.927454
0.661 0.426323 0.303131 0.927452
0.662 0.426305 0.303132 0.927451
0.663 0.42629 0.303132 0.92745
0.664 0.426281 0.303133 0.927449
0.665 0.42628 0.303134 0.927446
0.666 0.426288 0.303135 0.927445
0.667 0.426303 0.303135 0.927444
0.668 0.426324 0.303134 0.927446
0.669 0.426347 0.303133 0.927448
0.67 0.42637 0.303133 0.92745
0.671 0.42639 0.303132 0.927451
0.672 0.426404 0.303132 0.92745
0.673 0.426409 0.303133 0.927449
0.674 0.426402 0.303133 0.927448
0.675 0.426382 0.303134 0.927447
0.676 0.426343 0.303134 0.927446
0.677 0.42622 0.303134 0.927448
0.678 0.425981 0.303133 0.927449
0.679 0.425162 0.303132 0.927452
0.68 0.423535 0.303131 0.927453
0.681 0.417886 0.303131 0.927453
0.682 0.406851 0.303131 0.927455
0.683 0.384456 0.303128 0.92746
0.684 0.362782 0.303127 0.927465
0.685 0.343254 0.303127 0.927465
0.686 0.326313 0.303128 0.927461
0.687 0.312078 0.30313 0.927457
0.688 0.300466 0.303131 0.927455
0.689 0.291247 0.303131 0.927454
0.69 0.284113 0.303131 0.927454
0.691 0.278721 0.303131 0.927453
0.692 0.274735 0.303131 0.927454
0.693 0.271851 0.303131 0.927455
0.694 0.269805 0.30313 0.927458
0.695 0.26838 0.303129 0.927461
0.696 0.267407 0.303129 0.927462
0.697 0.266754 0.30313 0.927459
0.698 0.266323 0.30313 0.927458
0.699 0.266042 0.30313 0.927459
0.7 0.265864 0.30313 0.927459
0.701 0.265752 0.30313 0.927458
0.702 0.265683 0.303131 0.927456
0.703 0.265642 0.303132 0.927454
0.704 0.265618 0.303132 0.927452
0.705 0.265604 0.303133 0.927451
0.706 0.265594 0.303132 0.927452
0.707 0.265587 0.303132 0.927453
0.708 0.265582 0.303132 0.927453
0.709 0.265577 0.303131 0.927454
0.71 0.265572 0.30313 0.927459
0.711 0.265567 0.303129 0.927459
0.712 0.265564 0.30313 0.927462
0.713 0.265561 0.303128 0.927459
0.714 0.265562 0.30313 0.927464
0.715 0.265561 0.303127 0.927458
0.716 0.265564 0.30313 0.927469
0.717 0.265563 0.303127 0.927457
0.718 0.265565 0.30313 0.927463
0.719 0.26557 0.303135 0.927464
0.72 0.265568 0.30313 0.927438
0.721 0.26557 0.303132 0.92744
0.722 0.265571 0.303133 0.927448
0.723 0.265568 0.303132 0.92745
0.724 0.265566 0.30313 0.927458
0.725 0.265563 0.303128 0.927457
0.726 0.265562 0.303129 0.927467
0.727 0.26556 0.303127 0.92746
0.728 0.265562 0.303131 0.927452
0.729 0.26556 0.303129 0.927445
0.73 0.265564 0.303134 0.927454
0.731 0.265567 0.303136 0.927467
0.732 0.265567 0.303134 0.927459
0.733 0.265566 0.303129 0.92745
0.734 0.265571 0.30313 0.927449
0.735 0.265571 0.303131 0.927451
0.736 0.265574 0.303132 0.927456
0.737 0.265574 0.303129 0.927457
0.738 0.265573 0.303127 0.927471
0.739 0.265573 0.303126 0.927474
0.74 0.265574 0.303128 0.92748
0.741 0.265573 0.303126 0.927461
0.742 0.265575 0.303129 0.927452
0.743 0.265578 0.303134 0.927469
0.744 0.265576 0.303131 0.927451
0.745 0.265575 0.303127 0.927454
0.746 0.265573 0.303124 0.927464
0.747 0.265573 0.303124 0.92748
0.748 0.26557 0.303123 0.927472
0.749 0.265569 0.303124 0.927474
0.75 0.265572 0.303131 0.927459
0.751 0.265569 0.303129 0.927456
0.752 0.265569 0.303133 0.927449
0.753 0.265567 0.303132 0.927461
0.754 0.265564 0.303129 0.927463
0.755 0.265566 0.303129 0.927469
0.756 0.265569 0.303133 0.92746
0.757 0.265575 0.303139 0.927457
0.758 0.265575 0.303135 0.927436
0.759 0.265579 0.303138 0.92744
0.76 0.265578 0.303133 0.92743
0.761 0.265581 0.303136 0.927448
0.762 0.265579 0.303134 0.927444
0.763 0.265578 0.303133 0.927436
0.764 0.265578 0.303136 0.927451
0.765 0.265572 0.303131 0.927439
0.766 0.265572 0.303133 0.927461
0.767 0.265567 0.303131 0.927468
0.768 0.265564 0.30313 0.927449
0.769 0.265564 0.30313 0.927446
0.77 0.265568 0.303136 0.927452
0.771 0.265566 0.30313 0.927434
0.772 0.265568 0.30313 0.92745
0.773 0.265569 0.303128 0.927458
0.774 0.265573 0.30313 0.927474
0.775 0.265578 0.303134 0.927464
0.776 0.265584 0.303138 0.927439
0.777 0.265585 0.303138 0.927449
0.778 0.265583 0.303133 0.927446
0.779 0.265579 0.303127 0.927465
0.78 0.265575 0.303123 0.927497
0.781 0.265575 0.303125 0.927496
0.782 0.265571 0.303123 0.927468
0.783 0.265572 0.303129 0.927464
0.784 0.265573 0.303135 0.927451
0.785 0.265569 0.303131 0.927449
0.786 0.265568 0.303131 0.927458
0.787 0.265565 0.303126 0.927474
0.788 0.265563 0.303121 0.927488
0.789 0.26557 0.303128 0.927472
0.79 0.265576 0.30313 0.92746
0.791 0.265581 0.303132 0.927461
0.792 0.265585 0.303134 0.927442
0.793 0.265585 0.303132 0.927462
0.794 0.265582 0.303131 0.927465
0.795 0.265577 0.303128 0.927472
0.796 0.265576 0.30313 0.927457
0.797 0.265574 0.303132 0.927449
0.798 0.265575 0.303136 0.927457
0.799 0.265574 0.303137 0.927446
0.8 0.265573 0.303134 0.927452
0.801 0.265572 0.30313 0.927452
0.802 0.265576 0.303136 0.927454
0.803 0.265578 0.303139 0.927441
0.804 0.265579 0.303141 0.927451
0.805 0.265575 0.303137 0.927434
0.806 0.265574 0.303135 0.927458
0.807 0.265572 0.303131 0.927457
0.808 0.265572 0.303132 0.92745
0.809 0.265573 0.303137 0.927454
0.81 0.265571 0.303136 0.927454
0.811 0.26557 0.303138 0.927451
0.812 0.265566 0.303133 0.927457
0.813 0.265563 0.30313 0.92747
0.814 0.26557 0.303132 0.927458
0.815 0.265571 0.303133 0.927454
0.816 0.265581 0.30314 0.927436
0.817 0.265584 0.303136 0.927446
0.818 0.265583 0.303129 0.927452
0.819 0.265582 0.303128 0.927459
0.82 0.265579 0.303127 0.927476
0.821 0.265581 0.303135 0.927457
0.822 0.265583 0.303142 0.927438
0.823 0.26558 0.303143 0.927437
0.824 0.265572 0.303135 0.927443
0.825 0.265563 0.303124 0.927478
0.826 0.265561 0.303122 0.927495
0.827 0.265562 0.303127 0.927469
0.828 0.265567 0.303134 0.927466
0.829 0.265567 0.30313 0.927474
0.83 0.265566 0.303127 0.927481
0.831 0.265568 0.303131 0.927473
0.832 0.265576 0.303138 0.927442
0.833 0.265579 0.303139 0.927443
0.834 0.265584 0.303136 0.927461
0.835 0.265584 0.303133 0.927468
0.836 0.265587 0.303123 0.927498
